RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned,Loyalty_Score
5362,15719265,Feng,589,France,Male,46,9,0.0,2,1,0,170676.67,0,0,1,GOLD,449,24.990000000000002
5364,15663410,Piccio,771,Spain,Male,51,5,135506.58,3,1,1,152479.64,1,1,5,SILVER,853,39.03
5370,15674541,Robinson,575,Spain,Male,52,8,123925.23,1,0,0,111342.66,1,1,4,PLATINUM,650,32.5
5378,15672437,Buccho,642,France,Male,72,1,160541.0,2,1,1,142223.94,0,0,5,SILVER,836,30.86
5395,15668853,Menhennitt,637,Spain,Female,44,0,157622.58,1,1,1,120454.2,0,0,1,PLATINUM,879,15.79
5396,15639303,Moore,589,Germany,Male,48,5,126111.61,1,0,1,133961.19,0,0,2,GOLD,249,19.990000000000002
5402,15598161,Clements,654,France,Male,47,10,0.0,2,1,0,170481.98,0,0,1,PLATINUM,584,27.84
5407,15593954,Eva,516,France,Female,47,6,109387.33,1,0,0,121365.45,0,0,5,PLATINUM,670,32.7
5425,15566253,Manning,580,Germany,Male,44,9,143391.07,1,0,0,146891.07,1,1,4,GOLD,567,33.17
5426,15595153,Tucker,644,Germany,Female,44,8,106022.73,2,0,0,148727.42,0,0,1,DIAMOND,934,28.34
5433,15616471,Milne,599,Spain,Male,51,0,0.0,1,1,1,175235.99,0,0,3,SILVER,220,15.2
5440,15582168,Muravyova,713,Germany,Female,61,4,149525.34,2,1,0,123663.63,0,0,2,SILVER,798,23.98
5449,15718912,Hsueh,608,Germany,Female,44,5,126147.84,1,0,1,132424.69,1,1,1,DIAMOND,818,22.68
5450,15592028,Roberts,549,France,Female,46,7,0.0,1,1,1,109057.56,0,0,2,DIAMOND,940,29.9
5456,15726855,Oliver,805,Germany,Female,45,9,116585.97,1,1,0,189428.75,1,1,1,GOLD,885,27.35
5469,15738150,Chidozie,591,France,Male,45,5,0.0,2,1,1,155492.87,0,0,2,GOLD,235,21.85
5483,15642619,Mayne,603,Spain,Male,46,2,0.0,2,1,0,174478.54,0,0,1,DIAMOND,393,13.93
5491,15722322,Green,655,Spain,Female,78,2,0.0,2,0,1,188435.38,0,0,5,SILVER,975,33.75
5495,15642821,Ijendu,383,Spain,Female,48,8,95808.19,1,0,0,137702.01,1,1,1,SILVER,609,23.09
5525,15654975,Wu,641,France,Female,53,0,123835.52,2,0,1,160110.65,0,0,5,SILVER,223,23.23
5526,15782993,Pan,624,France,Male,51,10,123401.43,2,1,1,127825.25,0,0,4,SILVER,242,35.42
5527,15774382,Longo,579,Germany,Male,49,4,169377.31,1,1,1,123535.05,0,0,1,PLATINUM,650,19.5
5537,15795878,Anayochukwu,636,Spain,Male,45,3,0.0,2,1,1,159463.8,0,0,3,GOLD,306,22.56
5542,15566740,Nazarova,587,Spain,Male,51,3,83739.32,1,0,1,148798.45,0,0,3,GOLD,882,26.32
5551,15777784,Tu,733,France,Female,44,6,168165.84,1,0,1,197193.49,0,0,2,SILVER,225,21.25
5577,15635964,Eve,566,Germany,Male,65,4,120100.41,1,1,0,107563.16,1,1,2,PLATINUM,842,22.42
5578,15726087,Ch'in,592,France,Female,62,5,0.0,1,1,1,100941.57,0,0,1,PLATINUM,938,23.880000000000003
5579,15726313,Napolitani,687,Spain,Female,50,5,0.0,2,1,0,110230.4,0,0,1,PLATINUM,878,23.28
5594,15597968,Fyans,617,Spain,Male,50,7,0.0,1,1,0,184839.7,1,1,3,PLATINUM,488,26.38
5599,15631871,Kelly,616,Germany,Female,57,7,116936.81,1,1,1,104379.36,0,0,2,PLATINUM,336,23.86
5600,15635870,She,579,Germany,Female,50,5,117721.02,1,0,1,192146.63,1,1,1,SILVER,546,19.96
5602,15684211,Creel,704,Spain,Female,44,9,153656.85,1,1,0,158742.81,0,0,5,PLATINUM,890,39.4
5603,15760521,Thompson,796,France,Female,50,1,94164.0,1,1,1,189414.74,0,0,2,DIAMOND,971,21.21
5622,15807524,Chukwuma,569,France,Female,44,4,0.0,2,0,0,134394.78,0,0,1,SILVER,592,18.92
5625,15581295,Ch'ien,617,Spain,Female,45,1,0.0,1,1,0,143298.06,0,0,4,DIAMOND,323,18.73
5626,15663234,Bishop,508,France,Female,60,7,143262.04,1,1,1,129562.74,0,0,3,GOLD,727,30.77
5629,15665168,Calabrese,681,Germany,Female,44,3,105206.7,2,1,1,163558.36,0,0,2,GOLD,923,25.73
5633,15591091,Goering,644,France,Male,44,5,73348.56,1,1,0,157166.79,1,1,5,GOLD,354,28.04
5652,15766272,Folliero,521,Germany,Female,61,0,125193.96,1,1,1,109356.53,0,0,4,GOLD,312,19.12
5656,15573171,Liao,695,Spain,Male,63,1,146202.93,1,1,1,126688.83,1,1,3,DIAMOND,703,21.53
5660,15638607,Nwabugwu,546,France,Female,52,2,0.0,1,1,0,137332.37,1,1,4,SILVER,325,20.25
5667,15649616,Otutodilichukwu,636,Spain,Male,60,7,124447.73,1,1,1,141364.62,1,1,2,DIAMOND,359,24.09
5672,15805104,Smith,743,France,Female,73,6,0.0,2,0,1,107867.38,0,0,4,GOLD,538,32.38
5687,15713774,Chikwendu,644,Spain,Female,46,6,12459.19,1,0,0,156787.34,1,1,1,PLATINUM,896,22.96
5690,15612931,Korovin,722,Spain,Female,50,4,132088.59,1,1,1,128262.14,0,0,5,DIAMOND,761,32.61
5699,15672966,Cross,682,Spain,Female,64,9,0.0,2,1,1,103318.44,0,0,2,SILVER,614,31.64
5702,15724154,Manna,625,Germany,Female,49,4,128504.76,1,1,0,126812.63,1,1,2,SILVER,583,19.83
5722,15643671,Chiekwugo,696,Germany,Male,49,5,97036.22,2,1,0,152450.84,1,1,1,PLATINUM,594,20.44
5732,15800746,Watson,674,France,Male,45,7,144889.18,1,1,1,102591.9,1,1,2,SILVER,624,26.740000000000002
5736,15756070,Greenwood,585,Spain,Female,44,4,0.0,2,0,1,101728.46,0,0,4,DIAMOND,762,31.62
5743,15632665,Yevseyev,832,France,Male,61,2,0.0,1,0,1,127804.66,1,1,2,DIAMOND,748,20.48
5755,15766378,Marsden,714,Germany,Female,45,9,106431.97,2,1,1,164117.69,0,0,5,DIAMOND,696,41.46
5756,15600813,Hyde,717,France,Male,50,9,90305.76,1,1,1,124626.57,0,0,3,GOLD,404,30.54
5771,15694381,Lloyd,631,France,Male,51,8,100654.8,1,1,0,171587.9,0,0,4,SILVER,678,32.78
5784,15727041,Fiorentini,624,France,Male,71,7,0.0,2,1,1,108841.83,0,0,3,GOLD,666,32.16
5786,15711733,Rapuokwu,753,France,Male,48,4,0.0,2,0,1,146821.42,0,0,2,DIAMOND,933,27.33
5797,15674254,Kerr,554,Spain,Female,45,4,0.0,2,1,1,193412.05,0,0,2,PLATINUM,957,27.57
5800,15649853,Craig,625,France,Female,45,3,0.0,1,1,1,184474.15,1,1,5,GOLD,375,27.25
5802,15659800,Teng,584,Spain,Female,50,1,0.0,1,0,1,152567.75,1,1,2,SILVER,290,14.4
5809,15694556,Nkemakolam,684,France,Male,60,2,116563.58,1,1,0,120257.7,1,1,1,SILVER,969,17.689999999999998
5822,15643188,Barnett,671,Germany,Female,47,7,114603.76,2,1,0,153194.32,1,1,4,SILVER,499,31.490000000000002
5824,15573628,Greene,751,Germany,Female,51,7,148074.79,1,1,0,146411.41,1,1,5,SILVER,518,32.68
5841,15729574,Lu,616,Spain,Male,71,4,0.0,2,1,1,173599.38,0,0,5,GOLD,954,36.54
5848,15569666,Goddard,517,France,Female,45,4,0.0,1,0,0,172674.36,1,1,3,SILVER,296,19.96
5856,15608541,Claiborne,498,France,Male,46,1,91857.66,1,1,0,101954.78,1,1,5,GOLD,660,25.1
5862,15713819,Walsh,562,France,Male,48,3,92347.96,1,1,1,163116.75,0,0,1,DIAMOND,876,20.259999999999998
5867,15600392,Amaechi,735,France,Female,53,8,123845.36,2,0,1,170454.93,1,1,5,DIAMOND,415,37.15
5868,15625740,Enriquez,627,Germany,Male,62,3,143426.34,2,1,1,143104.3,0,0,4,DIAMOND,875,31.25
5894,15641004,Doyne,605,Spain,Female,48,10,150315.92,1,0,1,133486.36,0,0,4,GOLD,653,37.53
5905,15664270,Balsillie,692,Germany,Male,45,6,142084.04,4,1,0,188305.85,1,1,5,DIAMOND,322,35.22
5908,15813862,Yevseyev,526,Spain,Male,66,7,132044.6,2,1,1,158365.89,0,0,4,PLATINUM,789,36.39
5916,15725665,Lo,679,France,Male,47,10,198546.1,2,1,0,191198.92,1,1,5,SILVER,694,40.94
5920,15815043,McMillan,645,Spain,Male,49,8,0.0,2,1,0,162012.6,0,0,4,DIAMOND,503,33.03
5922,15627203,Hsu,508,Spain,Male,54,10,0.0,1,1,1,175749.36,0,0,3,GOLD,661,34.61
5924,15612095,Calabrese,751,France,Female,48,9,0.0,1,1,0,137508.42,1,1,3,SILVER,702,31.52
5948,15672798,O'Brien,656,France,Female,45,7,145933.27,1,1,1,199392.14,0,0,1,PLATINUM,409,21.59
5951,15806808,Hope,834,Germany,Female,57,8,112281.6,3,1,0,140225.14,1,1,3,GOLD,597,32.97
5958,15765532,Horton,612,Germany,Male,76,6,96166.88,1,1,1,191393.26,0,0,5,DIAMOND,693,34.93
5973,15623499,Holman,548,Germany,Male,49,9,108437.89,1,0,0,127022.87,1,1,1,GOLD,416,22.66
5975,15809279,Wallace,773,France,Male,45,8,96877.21,1,1,1,113950.51,0,0,4,SILVER,744,35.44
5976,15758039,Ash,614,France,Male,44,6,0.0,2,0,1,104930.46,0,0,3,GOLD,371,27.71
5990,15601811,Caldwell,668,France,Female,53,10,110240.04,1,0,0,183980.56,1,1,4,SILVER,682,35.82
5994,15758856,Kable,597,France,Male,45,7,0.0,2,0,0,167756.45,0,0,2,PLATINUM,972,30.22
6015,15747323,Vasilyeva,535,Spain,Male,48,9,109472.47,1,1,0,157358.43,1,1,2,GOLD,415,25.65
6016,15582591,Chiabuotu,615,Spain,Male,59,4,155766.05,1,1,1,110275.17,0,0,1,DIAMOND,306,16.06
6022,15579891,Milani,714,France,Male,52,4,100755.66,1,1,1,186775.25,0,0,3,DIAMOND,429,23.29
6026,15709917,Ni,601,France,Female,46,3,98202.76,1,0,0,137763.93,0,0,5,GOLD,642,27.92
6028,15799494,Forster,850,Germany,Male,44,3,140393.65,2,0,1,186285.52,0,0,5,SILVER,414,29.64
6029,15673439,Sun,646,Spain,Female,50,5,142644.64,2,1,1,142208.5,1,1,4,GOLD,951,35.01
6030,15669011,Bocharova,659,France,Female,44,9,23503.31,1,0,1,169862.01,1,1,4,GOLD,275,32.25
6042,15749472,Lucciano,775,France,Male,45,8,0.0,1,1,0,130376.68,0,0,4,DIAMOND,805,34.05
6047,15606435,Wall,593,Germany,Male,69,2,187013.13,2,0,1,105898.69,0,0,1,GOLD,952,21.52
6051,15626414,Russell,703,France,Male,44,6,98862.54,1,1,0,151516.7,0,0,4,PLATINUM,407,27.07
6059,15684868,Cameron,668,Germany,Male,56,9,110993.79,1,1,0,134396.64,1,1,1,SILVER,239,20.89
6060,15627854,Mai,707,Spain,Male,44,3,0.0,2,1,1,135077.01,0,0,2,DIAMOND,682,23.32
6075,15802570,Dyer,811,France,Female,45,5,0.0,2,1,1,146123.19,0,0,3,DIAMOND,372,26.22
6099,15803005,Wallace,570,Germany,Female,57,5,86568.75,1,0,1,103660.31,0,0,5,SILVER,307,29.57
6100,15743498,Winter,532,Germany,Male,52,9,137755.76,1,1,0,163191.99,1,1,2,GOLD,401,25.509999999999998
6105,15750731,Trevisani,736,Germany,Male,50,9,116309.01,1,1,0,185360.4,1,1,1,GOLD,760,26.1
6119,15656100,Candler,632,France,Female,49,5,167962.7,1,0,0,140201.21,0,0,3,DIAMOND,614,24.64
6138,15720371,McLean,652,France,Female,51,3,0.0,1,1,0,173989.47,1,1,1,DIAMOND,673,16.23
6145,15617320,Palermo,693,Spain,Female,46,3,151709.33,1,1,0,180736.24,0,0,1,SILVER,695,16.45
6167,15567431,Kodilinyechukwu,773,France,Male,64,2,145578.28,1,0,1,186172.85,0,0,1,SILVER,630,16.3
6195,15794273,Hand,604,France,Female,56,0,62732.65,1,0,1,124954.56,0,0,3,GOLD,948,22.48
6198,15645200,Chiang,581,Germany,Female,54,2,152508.99,1,1,0,187597.98,1,1,1,SILVER,783,15.83
6204,15790763,Trujillo,599,Spain,Female,49,2,0.0,2,1,0,111190.53,0,0,5,SILVER,427,26.27
6213,15638231,Chung,730,Spain,Female,62,2,0.0,2,1,1,162889.1,0,0,3,GOLD,540,23.4
6232,15729238,Peng,631,Germany,Male,48,1,106396.48,1,1,1,150661.42,1,1,1,SILVER,336,11.86
6243,15673333,Wilson,698,Germany,Male,52,8,96781.39,1,1,1,153373.71,0,0,1,GOLD,629,25.29
6249,15672185,Liu,590,France,Male,47,3,0.0,2,1,0,171774.5,0,0,1,DIAMOND,398,15.48
6250,15806486,Cunningham,705,France,Female,48,0,0.0,2,0,0,149772.61,0,0,1,SILVER,587,12.870000000000001
6268,15689328,Harrison,705,Germany,Male,48,9,114169.16,1,0,0,173273.2,1,1,4,DIAMOND,866,36.16
6273,15611331,Niu,511,France,Female,46,1,0.0,1,1,1,115779.48,1,1,1,DIAMOND,773,16.23
6275,15661275,Wynn,532,Germany,Male,52,3,110791.97,1,1,0,148704.77,1,1,4,DIAMOND,846,26.96
6279,15793346,Ofodile,602,France,Female,72,3,0.0,2,1,1,171260.66,0,0,3,PLATINUM,219,21.69
6299,15755241,Rahman,714,France,Female,52,2,0.0,1,0,1,144045.08,1,1,1,SILVER,604,16.04
6302,15683183,Volkova,766,Germany,Female,45,6,97652.96,1,1,0,127332.33,0,0,2,DIAMOND,883,25.83
6304,15591169,Hawes,788,Germany,Female,49,4,137455.99,1,1,0,184178.29,1,1,1,SILVER,423,15.23
6309,15766427,Shaw,565,Germany,Male,52,5,97720.35,2,1,0,175070.94,1,1,2,PLATINUM,324,20.740000000000002
6316,15687421,Highland,559,Spain,Male,67,9,125919.35,1,1,0,175910.95,1,1,1,SILVER,770,26.2
6319,15686835,Crawford,738,Germany,Female,57,9,148384.64,1,0,0,155047.11,1,1,5,DIAMOND,285,33.35
6323,15684294,Chidumaga,735,France,Male,50,2,0.0,2,0,1,147075.69,0,0,3,GOLD,863,26.630000000000003
6326,15615797,Hyde,743,Germany,Male,59,5,108585.35,1,1,1,192127.22,1,1,5,SILVER,431,30.81
6351,15799600,Coles,640,Germany,Male,48,1,111599.32,1,0,1,135995.58,0,0,3,PLATINUM,910,23.6
6358,15674637,Pagnotto,491,France,Female,68,3,107571.61,1,0,1,113695.99,0,0,4,PLATINUM,786,28.36
6360,15739972,Hughes,650,Germany,Female,45,9,152367.21,3,1,0,150835.21,1,1,3,PLATINUM,760,36.1
6366,15576196,Benson,743,Spain,Female,48,5,118207.69,2,0,0,186489.14,1,1,2,SILVER,947,26.97
6369,15693764,Mai,663,Spain,Male,52,0,136298.65,1,1,0,144593.3,1,1,2,SILVER,548,13.48
6374,15638269,Baresi,597,France,Male,67,2,0.0,2,0,1,108645.85,0,0,2,PLATINUM,352,18.52
6376,15708534,Afamefuna,524,Spain,Female,64,5,0.0,1,1,0,136079.64,1,1,2,GOLD,364,19.14
6402,15579040,Hs?,556,France,Female,46,10,0.0,2,0,0,109184.24,0,0,3,PLATINUM,950,37.5
6409,15738497,Chukwujamuike,729,Spain,Male,44,4,107726.93,2,1,0,153064.87,0,0,5,SILVER,456,29.56
6411,15762351,Chao,689,Spain,Female,63,1,0.0,2,1,1,186526.12,0,0,1,GOLD,371,14.21
6420,15767804,Feng,729,France,Male,44,6,0.0,2,1,0,151733.43,0,0,3,GOLD,807,30.07
6427,15749123,Sokolova,743,Spain,Male,45,7,157332.26,1,1,0,125424.42,0,0,2,SILVER,775,26.25
6435,15703167,Rouse,628,France,Female,45,8,0.0,2,1,0,193903.06,0,0,2,DIAMOND,684,28.84
6444,15764927,Rogova,753,France,Male,92,3,121513.31,1,0,1,195563.99,0,0,3,PLATINUM,307,20.57
6458,15722090,Tseng,615,Spain,Male,51,6,81818.49,1,1,1,169149.38,0,0,3,SILVER,454,26.54
6463,15682211,Tu,467,France,Male,57,1,0.0,2,1,1,114448.77,0,0,1,GOLD,843,18.93
6480,15704160,Wan,648,Spain,Male,49,5,0.0,1,1,0,149946.43,1,1,4,GOLD,549,26.990000000000002
6485,15668629,Saunders,719,Spain,Male,44,2,0.0,2,1,0,196582.19,0,0,5,GOLD,660,28.6
6497,15789313,Ugorji,595,Germany,Female,44,4,96553.52,2,1,0,143952.24,1,1,4,DIAMOND,666,28.66
6498,15793688,Bancks,669,France,Male,50,9,201009.64,1,1,0,158032.5,1,1,2,PLATINUM,346,24.96
6507,15702095,Clarke,585,Spain,Female,56,1,128472.8,1,1,0,186476.91,1,1,2,GOLD,815,17.65
6511,15643916,Munro,619,Spain,Male,46,8,62400.48,1,1,1,132498.39,1,1,5,GOLD,862,39.62
6512,15720636,McGregor,628,France,Female,50,4,143054.56,1,0,1,109608.81,1,1,5,DIAMOND,306,28.06
6520,15571869,Lei,669,Germany,Female,50,4,112650.89,1,0,0,166386.22,1,1,2,PLATINUM,440,18.4
6531,15808851,Bufkin,511,Germany,Female,75,9,105609.17,1,0,1,105425.18,0,0,4,DIAMOND,567,35.17
6534,15706269,Willis,489,France,Female,47,8,103894.38,2,1,1,107625.46,0,0,4,DIAMOND,953,39.53
6545,15716218,Higgins,709,France,Female,45,3,104118.5,1,0,1,174032.0,0,0,2,SILVER,569,20.19
6554,15607526,Lu,638,Germany,Male,50,1,102645.48,1,1,0,168359.98,1,1,2,DIAMOND,663,16.13
6563,15797475,Brennan,720,France,Male,44,3,86102.27,1,1,0,180134.88,1,1,2,DIAMOND,481,17.31
6568,15593425,Bracewell,662,Spain,Female,54,1,187997.15,1,0,0,111442.71,1,1,4,SILVER,857,24.07
6569,15776725,Kerr,724,Germany,Male,54,8,172192.49,1,1,1,136902.01,0,0,2,SILVER,565,27.65
6576,15651883,Genovesi,794,Germany,Female,55,6,115796.7,1,1,0,160526.36,1,1,1,GOLD,442,18.42
6582,15598744,Ch'ang,576,Germany,Female,71,6,140273.47,1,1,1,193135.25,1,1,4,PLATINUM,785,32.85
6583,15785975,Mason,525,Spain,Female,60,7,0.0,2,0,1,168034.9,0,0,1,GOLD,895,28.45
6590,15673790,Taylor,498,Germany,Male,45,7,109200.74,2,0,1,165990.44,0,0,5,PLATINUM,662,38.12
6602,15655213,Udinese,591,Germany,Female,51,8,132508.3,1,1,1,161304.68,1,1,5,DIAMOND,752,38.519999999999996
6613,15615938,Fleming,502,France,Female,64,3,139663.37,1,0,1,100995.11,0,0,4,GOLD,691,27.41
6618,15700826,Ko,678,Germany,Female,54,1,123699.28,2,0,1,105221.76,0,0,1,GOLD,664,17.14
6622,15710365,Thomson,646,France,Male,50,0,104129.24,2,1,0,181794.86,1,1,4,DIAMOND,377,19.77
6625,15811036,Ferri,565,France,Male,46,7,135369.71,1,0,1,140130.22,0,0,1,DIAMOND,829,25.79
6632,15665177,Booth,613,France,Male,44,3,0.0,2,0,1,136491.72,0,0,5,GOLD,462,30.12
6636,15678374,Colombo,666,France,Female,59,5,0.0,2,1,1,185123.09,0,0,2,DIAMOND,892,28.42
6650,15635277,Coates,605,Spain,Male,47,7,142643.54,1,1,0,189310.27,0,0,3,PLATINUM,255,24.05
6672,15795933,Barese,677,France,Female,49,3,0.0,2,1,1,187811.71,0,0,3,GOLD,643,25.93
6677,15594556,Chuter,619,Spain,Male,52,8,0.0,2,1,1,123242.11,0,0,1,PLATINUM,239,23.39
6687,15641285,Yusupova,621,Spain,Male,50,3,163085.79,1,0,1,131048.36,0,0,5,PLATINUM,710,30.6
6704,15583863,Chimaobim,681,Germany,Male,49,8,142946.18,1,0,0,187280.51,1,1,4,DIAMOND,393,29.93
6705,15681878,Fan,436,Germany,Male,45,3,104339.11,2,1,1,183540.22,1,1,3,DIAMOND,304,22.54
6710,15587647,Browne,850,Germany,Female,66,0,127120.62,1,0,1,118929.64,1,1,1,PLATINUM,617,13.17
6714,15666711,Ukaegbulam,586,France,Female,46,0,0.0,3,0,1,131553.82,1,1,1,GOLD,272,13.72
6716,15763111,Niu,808,Spain,Female,67,10,124577.15,1,0,1,169894.4,0,0,5,GOLD,259,36.59
6727,15633213,Rizzo,628,Spain,Male,50,8,0.0,1,0,0,144366.83,1,1,2,GOLD,407,24.07
6730,15619608,Ojiofor,454,Germany,Female,50,10,92895.56,1,1,0,154344.0,1,1,3,DIAMOND,445,30.45
6737,15771299,Nnachetam,707,France,Female,57,1,92053.0,1,1,1,164064.44,1,1,3,DIAMOND,828,22.78
6740,15769191,Lipton,509,France,Male,55,8,132387.91,2,1,1,170360.11,0,0,1,PLATINUM,913,30.130000000000003
6744,15616213,Levy,555,Germany,Female,51,9,138214.5,1,1,0,198715.27,1,1,2,SILVER,266,24.16
6768,15654964,Piccio,608,Spain,Male,48,7,75801.74,1,1,0,125762.95,0,0,4,PLATINUM,964,34.14
6776,15751455,Boyle,469,France,Female,48,5,0.0,1,1,0,160529.71,1,1,1,PLATINUM,847,20.97
6779,15613463,Hackett,679,Germany,Female,50,6,132598.38,2,1,1,184017.98,0,0,2,SILVER,1000,31.0
6783,15657809,Lo,585,France,Male,55,10,106415.57,3,1,1,122960.98,1,1,1,GOLD,749,33.49
6795,15694098,Jackson,575,France,Female,54,9,68332.96,1,1,1,144390.75,0,0,5,DIAMOND,435,36.85
6796,15713347,Reynolds,577,Spain,Male,48,6,179852.26,1,1,0,193580.32,0,0,2,GOLD,782,24.82
6799,15799925,Uwakwe,800,France,Male,60,6,88541.57,2,1,1,131718.12,0,0,1,SILVER,577,23.77
6817,15662243,Taylor,559,France,Male,50,5,162702.35,1,0,0,150548.5,1,1,3,DIAMOND,815,26.65
6818,15593128,Vinogradoff,608,France,Female,56,10,129255.2,2,1,0,142492.04,1,1,2,PLATINUM,281,27.81
6823,15605264,Walker,669,Germany,Male,47,0,63723.78,2,1,1,181928.25,0,0,1,DIAMOND,316,12.16
6828,15760216,Pokrovskaya,718,France,Female,49,10,0.0,1,1,0,184474.72,1,1,2,PLATINUM,692,29.92
6832,15696989,Chukwueloka,469,Germany,Female,52,8,139493.25,3,0,0,150093.32,1,1,4,GOLD,642,36.42
6850,15775678,Uspensky,716,France,Female,44,1,0.0,1,1,1,152108.47,0,0,4,GOLD,453,22.03
6861,15785654,Ofodile,727,Germany,Male,45,6,114422.85,2,1,1,104678.78,1,1,5,PLATINUM,346,33.46
6872,15658067,Walker,636,Germany,Female,48,3,120568.41,1,1,0,190160.04,1,1,2,SILVER,981,22.310000000000002
6876,15665283,Brookes,610,France,Female,57,7,72092.95,4,0,1,113228.82,1,1,2,GOLD,900,35.5
6894,15657540,Cremonesi,578,France,Male,50,5,151215.34,2,1,0,169804.4,0,0,4,PLATINUM,623,29.73
6896,15694765,Sabbatini,610,Germany,Male,49,6,113882.33,1,1,0,195813.81,1,1,1,GOLD,441,18.41
6900,15700263,Ifeatu,569,France,Male,66,2,0.0,1,1,0,130784.2,1,1,1,DIAMOND,345,11.45
6903,15636548,Lung,457,Spain,Male,44,7,0.0,2,0,0,185992.36,0,0,4,PLATINUM,717,33.67
6907,15627514,Short,688,Spain,Female,46,3,0.0,2,0,1,104902.68,0,0,2,PLATINUM,752,24.02
6913,15679884,Hs?eh,544,France,Male,48,10,78314.63,3,1,1,103713.93,1,1,5,PLATINUM,403,42.03
6938,15711181,Clapp,589,France,Female,50,4,0.0,2,0,1,182076.97,0,0,4,PLATINUM,441,28.41
6958,15802274,Waters,686,France,Female,44,7,55053.62,1,1,0,181757.19,0,0,3,DIAMOND,495,26.45
6971,15761286,Fan,696,Germany,Female,66,7,119499.42,2,1,1,174027.3,0,0,3,PLATINUM,601,31.509999999999998
6972,15658240,Parry,554,France,Female,44,9,135814.7,2,0,0,115091.38,0,0,4,SILVER,494,34.44
6973,15706232,Niu,595,France,Male,52,9,0.0,1,1,1,106340.66,1,1,4,GOLD,479,34.29
6975,15715643,Ijendu,662,France,Male,44,8,0.0,2,1,1,175314.87,0,0,2,DIAMOND,241,26.41
6979,15778604,Nicholson,571,France,Female,47,7,0.0,2,0,0,112366.98,0,0,5,SILVER,489,34.39
6997,15614962,Pavlova,623,Spain,Female,50,2,87116.71,1,1,1,104382.11,0,0,5,SILVER,970,31.7
6998,15689061,Davey,611,France,Male,68,5,82547.11,2,1,1,146448.01,0,0,3,GOLD,631,28.81
6999,15640074,Barrett,666,Spain,Female,47,5,0.0,1,0,0,166650.9,1,1,3,SILVER,988,28.380000000000003
7009,15638610,Kennedy,635,Germany,Female,65,5,117325.54,1,1,0,155799.86,1,1,3,PLATINUM,958,28.08
7013,15803378,Small,850,Spain,Male,44,8,0.0,2,1,1,183617.32,0,0,1,GOLD,783,28.83
7023,15796813,Storey,493,France,Male,54,3,167831.88,2,1,0,150159.95,1,1,5,PLATINUM,591,29.41
7034,15813718,Kirillova,651,Spain,Male,45,4,0.0,2,0,0,193009.21,0,0,4,DIAMOND,344,25.44
7036,15686461,Sarratt,558,France,Female,56,7,121235.05,2,1,1,116253.1,0,0,4,GOLD,801,36.51
7069,15730793,Russell,699,Germany,Female,54,3,111009.32,1,1,1,155905.79,1,1,5,DIAMOND,241,25.91
7070,15692137,Jen,759,France,Female,46,2,0.0,1,1,1,138380.11,0,0,3,PLATINUM,291,18.91
7072,15709459,Oluchi,698,Spain,Female,63,5,0.0,1,1,1,173576.71,0,0,5,SILVER,545,31.95
7079,15682576,Onyenachiya,763,France,Male,67,1,149436.73,2,0,1,106282.74,0,0,3,GOLD,340,19.9
7089,15600975,Chiemenam,556,France,Female,54,4,150005.38,1,1,0,157015.5,1,1,1,PLATINUM,785,18.85
7090,15690772,Hughes,635,Spain,Female,48,2,0.0,2,1,1,136551.25,0,0,4,GOLD,514,26.14
7098,15664793,Scott,754,Spain,Female,50,7,146777.44,2,0,1,150685.52,0,0,1,GOLD,517,24.67
7099,15642391,Lettiere,621,Germany,Male,51,4,109978.83,1,0,0,177740.58,1,1,3,SILVER,387,20.87
7106,15597536,Nkemjika,576,Spain,Male,45,5,133618.01,1,0,0,135244.87,0,0,3,SILVER,291,21.41
7133,15694666,Thornton,707,Spain,Male,48,8,88441.64,1,1,1,119903.2,1,1,2,DIAMOND,244,24.44
7136,15788442,Chukwukadibia,681,Spain,Female,57,2,173306.13,1,0,1,131964.66,0,0,3,DIAMOND,870,24.7
7137,15689781,Ts'ai,826,France,Female,49,0,0.0,1,0,0,178709.98,1,1,4,SILVER,980,23.8
7139,15809837,Kent,430,Germany,Female,66,6,135392.31,2,1,1,172852.06,1,1,1,DIAMOND,886,26.86
7140,15805212,Black,806,France,Female,67,1,0.0,2,0,1,103945.58,0,0,3,PLATINUM,918,25.68
7143,15654859,Ngozichukwuka,612,Spain,Female,63,2,131629.17,2,1,0,122109.58,1,1,4,SILVER,642,25.42
7144,15761158,Y?an,719,France,Female,54,7,0.0,2,1,1,125041.52,0,0,4,DIAMOND,619,34.69
7145,15577515,Sung,554,Germany,Female,55,0,108477.27,1,0,1,140003.0,1,1,3,GOLD,641,19.41
7153,15737998,Cheng,529,France,Male,46,8,0.0,1,0,0,126511.94,1,1,3,GOLD,508,28.08
7164,15649379,Somayina,850,France,Female,46,3,0.0,2,1,1,187980.21,0,0,1,PLATINUM,318,16.68
7183,15573520,Rhodes,692,Germany,Male,49,6,110540.43,2,0,1,107472.99,0,0,1,PLATINUM,891,26.91
7187,15565996,Arnold,653,France,Male,44,8,0.0,2,1,1,154639.72,0,0,3,PLATINUM,382,30.82
7191,15774262,Hobson,597,Germany,Male,52,8,83693.34,2,1,1,161083.53,0,0,3,GOLD,603,33.03
