RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned,Loyalty_Score
6332,15701074,Herz,629,Germany,Male,35,8,112330.83,1,1,1,91001.02,0,0,3,GOLD,556,30.56
6343,15704340,Fu,581,France,Female,37,10,104255.03,1,1,0,86609.37,0,0,2,DIAMOND,559,28.59
6348,15754820,Bergamaschi,637,Germany,Male,35,8,147127.81,2,1,1,84760.7,0,0,2,GOLD,792,31.92
6354,15676353,Etheridge,598,France,Male,35,8,114212.6,1,1,1,74322.85,0,0,2,PLATINUM,629,28.29
6365,15663421,Esposito,527,Spain,Male,28,6,128396.33,2,1,0,79919.97,0,0,5,SILVER,882,36.82
6384,15812040,Lorenzo,594,France,Male,36,6,153880.15,1,0,0,135431.72,0,0,4,PLATINUM,706,30.06
6390,15687607,Chiemenam,605,France,Female,30,9,135422.31,1,0,1,186418.85,0,0,5,DIAMOND,241,34.91
6393,15701352,Fanucci,611,Spain,Female,28,3,96381.68,2,1,0,181419.29,0,0,3,GOLD,855,26.05
6407,15637118,Burns,684,France,Male,33,4,140700.61,1,1,0,103557.93,0,0,5,PLATINUM,987,32.87
6417,15789379,Zetticci,762,France,Male,26,6,130428.78,1,1,0,173365.89,0,0,4,GOLD,858,31.58
6430,15623102,Nnaemeka,713,Spain,Male,38,6,116980.78,2,0,1,76038.38,0,0,3,GOLD,503,29.03
6433,15699335,Kuo,615,Germany,Female,33,3,137657.25,2,1,1,171657.57,0,0,4,PLATINUM,676,29.259999999999998
6481,15693704,Tsou,679,France,Female,24,6,114948.76,2,0,1,135768.25,0,0,4,GOLD,471,31.71
6494,15723671,Lucciano,661,France,Male,35,9,100107.99,1,1,0,83949.68,0,0,3,GOLD,661,31.11
6499,15770405,Warlow-Davies,613,France,Female,27,5,125167.74,1,1,0,199104.52,0,0,3,SILVER,819,26.689999999999998
6510,15730590,Ko,738,Germany,Female,40,1,115409.18,2,0,0,180456.8,0,0,5,GOLD,925,29.75
6513,15795429,Henderson,487,France,Male,24,7,133628.09,2,1,1,98570.01,0,0,4,GOLD,223,30.73
6522,15748231,Hargreaves,700,Germany,Male,35,4,95853.39,2,1,0,192933.37,0,0,5,GOLD,862,33.62
6526,15598157,Onyeorulu,728,France,Male,34,4,106328.08,1,1,0,88680.65,0,0,5,GOLD,709,30.09
6527,15700946,Kolesnikova,574,France,Female,34,7,152992.91,1,1,1,134691.2,0,0,5,DIAMOND,705,36.55
6535,15590078,Burns,622,Spain,Male,27,9,139834.93,1,1,1,152733.89,0,0,2,DIAMOND,972,33.22
6536,15776985,Kung,652,France,Female,36,6,112518.71,2,0,1,110421.31,0,0,4,SILVER,826,35.26
6542,15685564,Nnamutaezinwa,748,Spain,Male,35,5,105492.53,1,1,1,150057.2,0,0,4,GOLD,811,31.61
6549,15627848,Tsui,683,France,Male,38,7,109346.13,2,1,0,102665.92,0,0,4,DIAMOND,603,32.53
6564,15780359,Storey,643,Germany,Male,25,4,115142.9,1,1,1,148098.95,0,0,5,SILVER,908,34.08
6575,15661290,Hightower,785,Germany,Female,38,9,107199.75,1,0,0,146398.51,0,0,5,SILVER,237,32.87
6577,15808905,Levan,823,France,Male,37,5,164858.18,1,1,1,173516.71,0,0,5,DIAMOND,970,36.2
6578,15715532,Lai,687,Germany,Male,38,4,117633.28,1,0,1,88396.6,0,0,5,DIAMOND,827,33.269999999999996
6581,15673074,Obidimkpa,527,Germany,Female,30,6,126663.51,1,1,1,162267.91,0,0,4,SILVER,617,31.17
6584,15613180,Miranda,727,Germany,Male,21,8,153344.72,1,1,1,163295.87,0,0,5,PLATINUM,279,33.79
6585,15584229,Simon,671,Germany,Female,23,9,123943.18,1,1,1,159553.27,0,0,2,PLATINUM,873,32.230000000000004
6619,15756301,Daniels,636,Germany,Female,29,3,97325.15,1,0,1,131924.38,0,0,3,SILVER,945,26.95
6641,15815615,Kung,681,France,Male,36,5,141952.07,1,1,1,185144.08,0,0,5,SILVER,385,30.35
6654,15666559,Gould,608,Germany,Male,23,8,197715.93,2,1,1,116124.28,0,0,5,DIAMOND,845,41.45
6674,15736299,Bell,729,France,Female,36,8,109106.8,1,0,0,121311.12,0,0,3,DIAMOND,456,27.56
6678,15737169,Johnson,642,Spain,Male,26,8,144238.7,1,1,1,184399.76,0,0,3,PLATINUM,649,31.490000000000002
6682,15736717,Ma,602,France,Male,31,7,155271.83,1,1,1,179446.31,0,0,4,GOLD,836,34.86
6688,15662908,Davidson,795,Germany,Male,38,7,125903.22,2,1,1,127068.92,0,0,5,GOLD,912,40.62
6691,15579223,Niu,573,Germany,Male,30,8,127406.5,1,1,0,192950.6,0,0,4,PLATINUM,927,35.269999999999996
6695,15576706,Ajuluchukwu,651,Germany,Male,37,9,114453.58,1,0,1,175820.91,0,0,4,SILVER,403,33.53
6701,15681115,Iroawuchi,787,Spain,Male,39,10,108935.39,1,1,1,101168.3,0,0,5,DIAMOND,637,40.37
6702,15629390,Liao,653,France,Male,37,7,135847.47,1,1,0,144880.81,0,0,5,SILVER,529,32.79
6708,15735909,McDonald,607,Germany,Female,39,8,105103.33,1,1,0,104721.5,1,1,4,PLATINUM,697,32.97
6715,15588933,Nwankwo,825,France,Female,36,3,146053.66,1,1,1,138344.7,0,0,5,SILVER,347,26.97
6729,15715208,Watkins,804,Germany,Female,33,10,138335.96,1,1,1,80483.76,0,0,4,SILVER,442,35.42
6734,15709741,Hussain,668,France,Male,28,4,107141.27,1,1,0,193018.71,0,0,5,PLATINUM,898,31.98
6739,15612358,Christie,573,Germany,Male,35,9,134498.54,2,1,1,119924.8,0,0,3,GOLD,479,33.29
6753,15605424,Oluchukwu,624,Spain,Male,38,7,123906.55,1,1,0,135096.78,0,0,4,GOLD,799,32.49
6757,15659567,Ch'iu,473,France,Female,39,9,117103.26,2,1,1,85937.52,1,1,2,DIAMOND,324,28.740000000000002
6759,15624975,Angelo,693,Spain,Male,28,1,145118.83,1,0,1,77742.38,0,0,5,GOLD,944,29.939999999999998
6772,15621818,Anayolisa,747,Germany,Male,29,7,117726.33,1,1,1,175398.34,0,0,5,GOLD,942,38.92
6785,15570912,Ogbonnaya,728,Germany,Female,32,9,127772.1,2,1,1,152643.48,0,0,5,DIAMOND,658,41.08
6793,15776096,Halpern,606,Spain,Male,34,3,161572.24,1,0,1,191076.22,0,0,3,PLATINUM,893,26.43
6809,15720134,Reynolds,709,Germany,Male,30,9,115479.48,2,1,1,134732.99,0,0,2,DIAMOND,488,30.38
6824,15708265,Chibugo,581,Spain,Female,24,10,159203.71,1,1,1,102517.83,1,1,4,DIAMOND,766,38.66
6829,15806134,Storey,707,Germany,Male,34,9,162691.16,2,1,0,94912.78,0,0,3,SILVER,932,35.82
6845,15601627,Siciliano,587,France,Male,33,8,148163.57,1,0,0,122925.4,0,0,3,DIAMOND,454,27.54
6847,15809309,Longo,689,Spain,Female,40,5,154251.67,1,0,1,118319.5,0,0,3,PLATINUM,561,26.11
6852,15779103,Cantamessa,527,Germany,Female,39,9,96748.89,2,1,0,94711.43,0,0,2,SILVER,534,28.84
6857,15670889,Nwachukwu,528,France,Male,34,1,125566.9,1,1,1,176763.27,0,0,5,PLATINUM,777,28.27
6880,15772618,Tyler,665,France,Male,25,7,90920.75,1,0,1,112256.57,0,0,2,GOLD,611,26.61
6895,15707441,White,690,Spain,Male,26,8,116318.23,1,1,1,83253.05,0,0,2,PLATINUM,713,29.13
6905,15627185,Terry,744,Germany,Male,29,6,123737.04,2,1,0,141558.04,0,0,3,DIAMOND,916,31.16
6915,15808849,T'ien,702,France,Male,40,7,145536.9,1,0,1,135334.24,0,0,3,DIAMOND,715,30.65
6917,15588235,Vasilieva,654,France,Female,24,8,145081.73,1,1,1,130075.07,0,0,3,PLATINUM,814,33.14
6920,15599084,Hopwood,782,France,Male,33,7,191523.09,1,1,1,167058.75,0,0,4,DIAMOND,763,34.13
6930,15651627,White,628,Germany,Male,39,1,115341.19,1,1,1,107674.3,1,1,4,SILVER,887,26.369999999999997
6931,15680685,Patterson,751,France,Male,30,3,165257.2,1,0,0,134822.05,0,0,5,GOLD,485,26.35
6942,15628950,Coates,501,Germany,Male,25,6,104013.79,1,1,0,114774.35,0,0,5,PLATINUM,629,32.29
6951,15667392,L?,652,Spain,Female,38,6,123081.84,2,1,1,188657.97,0,0,5,PLATINUM,305,33.05
6953,15598838,Greco,659,France,Female,37,1,151105.68,1,1,1,140934.57,0,0,5,SILVER,781,28.31
6974,15583394,Zuyev,659,Germany,Male,39,8,106259.63,2,1,1,198103.32,0,0,3,PLATINUM,296,29.96
6981,15748360,Cocci,644,Germany,Female,34,10,122196.99,2,1,1,182099.71,0,0,4,DIAMOND,530,38.3
6992,15752801,Bradshaw,518,Germany,Male,29,9,125961.74,2,1,0,160303.08,1,1,3,DIAMOND,586,32.36
7001,15739548,Johnson,775,France,Male,28,9,111167.7,1,1,0,149331.01,0,0,5,SILVER,684,37.34
7020,15699839,Hall,637,France,Male,36,2,152606.82,1,1,1,71692.8,0,0,4,SILVER,985,28.85
7028,15748552,Sal,464,Germany,Male,37,4,155994.15,1,0,0,143665.44,0,0,4,PLATINUM,772,27.72
7031,15610042,Brown,574,France,Male,33,8,100267.03,1,1,0,103006.27,0,0,2,DIAMOND,949,29.490000000000002
7048,15731586,Lai,785,Spain,Female,31,2,121691.54,2,0,0,81778.72,0,0,4,PLATINUM,922,28.22
7050,15597709,Hornung,602,France,Female,39,6,154121.32,2,1,0,176614.86,1,1,5,GOLD,815,36.15
7056,15621546,Yuriev,620,France,Female,33,9,127638.35,1,1,1,192717.57,0,0,2,DIAMOND,466,28.16
7060,15642934,Mason,669,Germany,Female,35,4,108269.2,2,1,0,174969.92,0,0,5,DIAMOND,404,29.04
7062,15789201,Thomson,603,Germany,Female,35,9,145623.36,1,1,0,163181.62,0,0,2,PLATINUM,669,28.19
7076,15768295,Warner,778,France,Female,34,7,109564.1,1,0,1,113046.81,0,0,2,PLATINUM,758,28.08
7082,15672894,McCawley,625,France,Female,36,8,129944.39,2,0,0,198914.8,0,0,1,DIAMOND,991,28.91
7087,15649160,Vavilov,554,France,Female,38,3,138731.95,1,1,1,194138.36,0,0,5,DIAMOND,922,32.72
7101,15668830,Wan,650,Spain,Male,24,8,108881.73,1,1,0,104492.83,0,0,3,SILVER,853,31.53
7107,15723989,Carroll,646,France,Male,40,5,93680.43,2,1,1,179473.26,0,0,4,SILVER,298,28.48
7110,15688210,Sims,670,France,Female,39,8,101928.51,1,0,0,89205.54,0,0,5,DIAMOND,290,31.9
7119,15661412,Wardell,715,France,Male,32,8,175307.32,1,1,0,187051.23,0,0,3,GOLD,672,29.72
7120,15636478,Williams,621,France,Male,31,7,136658.61,1,1,1,148689.13,0,0,4,GOLD,564,32.14
7121,15603683,Ofodile,796,Spain,Female,23,3,146584.19,2,0,0,125445.8,0,0,4,SILVER,802,28.52
7141,15716082,Chukwubuikem,703,Spain,Male,39,6,152685.4,1,0,0,183656.12,0,0,2,DIAMOND,994,26.939999999999998
7158,15627699,Pirogova,558,France,Male,32,10,105000.23,1,1,0,190019.61,0,0,1,SILVER,644,26.44
7163,15780088,Porter,607,Spain,Male,34,9,132439.99,1,1,0,177747.72,0,0,3,PLATINUM,768,32.18
7165,15713983,Mao,780,Germany,Male,34,5,94108.54,2,1,0,177235.21,0,0,5,PLATINUM,581,32.31
7170,15684722,Fraser,490,France,Male,34,5,122952.9,2,0,0,154360.97,0,0,4,GOLD,957,33.07
7176,15638983,Jara,684,France,Female,38,5,133189.4,1,0,0,127388.06,0,0,4,PLATINUM,762,29.12
7179,15678210,Robson,684,France,Male,38,5,105069.98,2,1,1,198355.28,0,0,2,PLATINUM,862,28.119999999999997
7184,15740458,Murphy,703,Spain,Male,36,7,135095.47,1,1,0,143859.66,0,0,2,SILVER,764,26.14
7208,15570990,Begley,520,Spain,Female,30,4,145222.99,2,0,0,145160.96,0,0,3,GOLD,779,26.79
7224,15729771,Davide,799,Germany,Male,31,9,154586.92,1,0,1,88604.89,1,1,4,SILVER,665,36.15
7226,15793366,Humphreys,781,Germany,Male,35,7,92526.15,2,1,1,173837.54,0,0,5,SILVER,534,36.84
7232,15607986,Nnamutaezinwa,555,France,Male,40,10,139930.18,1,1,1,105720.09,0,0,1,SILVER,872,30.72
7241,15591552,Okonkwo,600,France,Female,32,7,98877.95,1,1,0,132973.21,0,0,4,DIAMOND,668,31.18
7242,15750921,Monds,521,France,Male,37,5,105843.26,2,1,1,84908.2,0,0,3,SILVER,751,30.009999999999998
7268,15724851,Farmer,507,Germany,Male,31,9,111589.67,1,1,0,150037.19,0,0,2,PLATINUM,473,26.23
7269,15587266,Douglas,606,Germany,Female,27,6,172310.33,1,0,1,111448.92,0,0,4,DIAMOND,232,27.32
7274,15671582,John,660,Spain,Male,38,6,109869.32,1,1,1,154641.91,0,0,3,PLATINUM,688,28.88
7275,15680901,Potter,652,France,Female,34,6,97435.85,2,1,1,104331.76,0,0,5,SILVER,604,36.04
7284,15795690,Shao,667,France,Male,31,3,99513.91,1,1,1,189657.26,0,0,3,GOLD,962,27.119999999999997
7296,15696361,Chung,648,Germany,Male,31,7,125681.51,1,0,1,129980.93,0,0,4,GOLD,744,33.94
7310,15793317,Hale,547,Spain,Female,22,7,141287.15,1,1,0,118142.79,0,0,5,PLATINUM,282,30.32
7316,15593345,Bradbury,502,Germany,Female,33,6,125241.17,2,1,1,158736.07,0,0,2,DIAMOND,742,28.42
7320,15762045,Gilchrist,474,Germany,Female,37,5,142688.57,2,1,1,110953.33,0,0,4,DIAMOND,822,33.72
7331,15802106,Craig,418,France,Male,34,8,155973.88,1,1,0,154208.96,0,0,4,GOLD,777,33.769999999999996
7354,15736420,Macdonald,596,France,Male,21,4,210433.08,2,0,1,197297.77,1,1,5,DIAMOND,896,35.96
7357,15683993,Knight,493,France,Female,37,8,142987.46,2,1,0,158840.99,0,0,4,DIAMOND,660,34.6
7370,15757188,Chimaijem,644,Spain,Female,26,4,153455.72,2,1,1,82696.84,0,0,5,PLATINUM,944,36.44
7374,15716347,Griffin,663,Germany,Male,37,7,143625.83,2,0,1,176487.05,0,0,3,SILVER,342,28.92
7377,15765093,Coates,704,France,Male,23,6,166594.78,1,1,1,155823.2,0,0,4,GOLD,881,33.81
7382,15573077,Nwora,620,Germany,Female,25,8,141825.88,1,1,1,73857.94,1,1,1,GOLD,911,28.11
7383,15735106,Bishop,647,Spain,Male,28,6,149594.02,2,1,0,102325.19,0,0,5,SILVER,607,34.07
7389,15808023,Remington,836,France,Female,29,9,133681.78,1,1,1,153747.73,0,0,1,PLATINUM,954,30.04
7399,15577771,Akabueze,453,Germany,Female,40,1,111524.49,1,1,1,120373.84,1,1,4,PLATINUM,867,26.17
7400,15769548,Hyde,668,France,Female,37,7,128645.67,1,1,0,92149.64,0,0,3,PLATINUM,753,29.03
7402,15677395,Nwabugwu,633,France,Female,39,9,129189.15,2,0,0,170998.83,0,0,1,GOLD,757,28.07
7406,15704315,Teng,556,France,Male,34,8,163757.06,1,1,1,104000.06,0,0,3,PLATINUM,719,32.19
7418,15736533,Monaldo,730,Germany,Female,37,5,124053.03,1,1,0,118591.67,0,0,4,DIAMOND,593,27.43
7421,15765487,Kuo,753,Germany,Female,38,9,151766.71,1,1,1,180829.99,0,0,1,GOLD,873,29.23
7428,15664720,Kovalyova,714,Spain,Male,33,8,122017.19,1,0,0,162515.17,0,0,5,DIAMOND,504,34.04
7429,15750055,Onio,503,Spain,Male,32,9,100262.88,2,1,1,157921.25,0,0,1,DIAMOND,685,29.35
7448,15740411,Molle,636,Germany,Male,30,8,141787.31,2,1,1,109685.61,0,0,3,SILVER,405,31.05
7450,15804235,Zetticci,698,France,Female,37,2,166178.02,2,1,1,71972.95,0,0,5,PLATINUM,275,26.75
7468,15803682,Angelo,651,Germany,Female,37,10,117791.06,2,1,1,75837.58,0,0,2,GOLD,276,29.759999999999998
7474,15638272,Tien,609,Spain,Male,32,4,99883.16,1,1,1,120594.85,0,0,3,PLATINUM,887,27.869999999999997
7481,15812766,Golubeva,490,Spain,Male,40,6,156111.08,1,0,0,190889.13,0,0,3,SILVER,759,27.59
7490,15789014,Scott,600,France,Female,26,6,108909.12,1,1,0,82547.01,0,0,4,SILVER,804,31.04
7491,15703177,Bell,654,France,Female,35,2,90865.8,1,1,1,86764.46,0,0,5,GOLD,647,28.47
7493,15776545,Napolitani,682,France,Male,28,10,200724.96,1,0,1,82872.64,1,1,2,SILVER,503,30.03
7494,15683276,Sargood,610,Spain,Female,37,10,140363.95,2,1,1,129563.86,0,0,3,GOLD,929,39.29
7499,15659031,Mordvinova,630,France,Female,36,8,126598.99,2,1,1,134407.93,0,0,2,PLATINUM,970,33.7
7510,15657228,Anderson,545,Germany,Male,37,9,95829.13,2,0,1,104936.88,0,0,5,GOLD,406,38.56
7517,15748649,Shen,644,France,Male,40,8,93183.19,1,1,0,73882.49,0,0,3,GOLD,617,29.17
7521,15665087,Bergamaschi,595,Germany,Female,26,8,118547.72,1,1,1,151192.18,0,0,4,PLATINUM,388,31.88
7525,15620103,Ho,660,France,Female,40,8,167181.01,1,1,1,185156.94,0,0,2,DIAMOND,736,29.36
7532,15642063,Kelechi,692,France,Male,40,6,163505.16,1,0,0,90424.09,0,0,4,DIAMOND,675,29.75
7536,15737542,Davey,611,Germany,Female,36,10,103294.56,1,1,0,160548.12,0,0,4,PLATINUM,296,31.96
7551,15801817,Carpenter,688,France,Female,38,7,123544.21,1,1,1,157664.02,0,0,4,PLATINUM,868,35.18
7573,15567919,Lazarev,586,Germany,Male,37,8,167735.69,2,0,1,104665.79,0,0,4,DIAMOND,738,37.38
7594,15588019,Li Fonti,418,France,Male,28,7,98738.92,1,1,0,122190.22,0,0,3,GOLD,465,26.15
7607,15571571,Ting,680,Germany,Female,31,3,127331.46,3,1,1,176433.6,0,0,4,SILVER,807,32.57
7616,15611682,Rossi,590,Spain,Male,37,6,169902.92,1,1,1,128256.18,0,0,3,GOLD,987,31.869999999999997
7629,15624423,Liu,850,France,Male,28,8,99986.98,1,1,0,196582.55,0,0,3,PLATINUM,895,31.95
7638,15604196,Simpson,766,France,Male,32,6,185714.28,1,1,1,102502.5,0,0,5,GOLD,807,36.07
7646,15698522,Thomas,660,Germany,Male,39,9,134599.33,2,1,0,183095.87,0,0,4,PLATINUM,575,35.25
7647,15741633,Fuller,566,Spain,Male,32,10,147511.26,1,1,1,159891.03,0,0,2,GOLD,801,33.01
7656,15594651,Milani,748,France,Male,38,4,115221.36,1,0,1,70956.75,0,0,5,PLATINUM,986,34.86
7658,15608916,Ndubueze,573,France,Male,40,7,147754.68,1,1,1,110454.46,0,0,4,PLATINUM,319,29.69
7660,15598586,Wetherspoon,680,France,Male,31,10,113292.17,1,1,1,122639.73,0,0,3,GOLD,714,35.14
7671,15711759,Wilkins,576,France,Female,29,5,108541.04,1,1,1,126469.09,0,0,5,DIAMOND,843,34.93
7674,15788634,Romani,750,Spain,Female,37,2,113817.06,1,0,0,88333.74,0,0,5,DIAMOND,998,29.98
7675,15660871,Ch'ang,665,France,Male,28,8,137300.23,1,1,0,90174.83,0,0,4,GOLD,638,32.38
7697,15679453,Hung,614,Germany,Female,39,8,125997.22,1,1,1,128049.34,1,1,5,DIAMOND,817,39.17
7706,15647306,Gibbs,777,France,Female,29,9,131240.61,1,1,1,163746.09,1,1,2,GOLD,567,29.17
7708,15655859,Munro,848,Spain,Male,35,5,120046.74,2,1,0,84710.65,0,0,5,GOLD,644,32.94
7709,15675650,Duncan,486,France,Female,39,8,97819.36,1,0,1,120531.31,0,0,3,PLATINUM,408,29.08
7726,15631756,Tuan,482,France,Female,35,5,147813.05,2,0,0,109029.72,0,0,2,SILVER,945,26.95
7744,15741643,Chiang,777,Germany,Male,35,7,122917.69,1,1,1,76169.68,0,0,2,DIAMOND,624,26.740000000000002
7753,15775307,Sung,490,Spain,Female,38,3,97266.1,1,1,1,92797.23,0,0,4,DIAMOND,762,28.12
7761,15641860,Bradley,764,Germany,Male,34,6,108760.27,2,1,0,166324.79,1,1,3,GOLD,665,28.65
7769,15726695,Hsia,601,Spain,Female,20,9,122446.61,2,1,0,86791.9,0,0,3,PLATINUM,605,32.55
7792,15570299,Martin,584,Germany,Female,31,6,152622.34,1,1,0,99298.8,0,0,5,DIAMOND,445,30.45
7857,15598521,Ma,580,Germany,Female,33,7,131647.01,2,0,0,79775.19,0,0,2,PLATINUM,769,28.19
7861,15716501,Moon,659,France,Male,32,9,95377.13,1,0,1,187551.24,0,0,2,SILVER,846,31.96
7872,15711602,Lowrie,676,France,Female,36,3,91711.59,1,1,1,95393.43,0,0,5,PLATINUM,270,26.2
7902,15622182,Daniels,628,Germany,Female,28,3,153538.13,2,1,0,110776.01,0,0,4,GOLD,579,26.29
7906,15764491,Greece,701,Spain,Male,35,10,159693.9,2,1,1,71173.64,0,0,3,DIAMOND,752,37.519999999999996
7911,15615177,Ebelegbulam,561,Spain,Male,28,6,123692.0,1,1,1,70548.96,0,0,4,GOLD,615,31.15
7914,15649450,Repina,805,Germany,Male,24,6,143221.35,2,1,0,186035.72,0,0,5,DIAMOND,545,33.45
7920,15634564,Aksyonov,593,Spain,Male,31,8,112713.34,1,1,1,176868.89,0,0,2,GOLD,710,29.1
7921,15684296,Artyomova,714,France,Male,34,5,141173.03,1,0,1,98896.06,0,0,5,SILVER,536,31.86
7951,15806796,Higgins,516,Germany,Female,33,10,138847.9,1,1,1,127256.7,0,0,3,DIAMOND,465,32.65
7958,15582149,Ts'ui,850,Germany,Female,34,3,129668.43,2,1,1,88743.99,0,0,5,SILVER,468,30.18
7959,15802483,Hancock,686,France,Male,34,6,146178.13,2,1,1,88837.11,0,0,2,SILVER,946,30.46
7962,15778884,Jamieson,809,France,Female,38,2,154763.21,2,1,1,174800.31,0,0,5,DIAMOND,733,31.33
7981,15627517,Taylor,497,Spain,Male,27,7,149400.27,1,0,0,167522.19,0,0,4,GOLD,423,28.73
7983,15665129,Kapustin,545,Germany,Male,33,1,132527.9,2,0,1,107429.71,0,0,5,SILVER,898,31.48
7998,15601719,Fiorentino,465,Germany,Male,24,6,156007.09,1,1,0,191368.37,0,0,4,DIAMOND,865,31.65
8001,15629002,Hamilton,747,Germany,Male,36,8,102603.3,2,1,1,180693.61,0,0,3,GOLD,751,34.51
8027,15679743,Genovesi,607,France,Female,33,8,91301.72,1,0,1,130824.57,0,0,5,DIAMOND,480,35.8
8028,15769412,Atkinson,684,Spain,Male,39,4,207034.96,2,0,0,157694.76,1,1,4,DIAMOND,800,30.0
8036,15733705,Bull,577,France,Female,30,8,92472.1,2,0,1,126434.61,0,0,4,SILVER,569,35.69
8050,15808868,Nwokeocha,652,France,Female,31,3,103696.97,3,0,0,155221.05,1,1,4,SILVER,897,31.47
8061,15776596,Ferri,730,Spain,Female,39,6,140094.59,1,1,0,172450.04,1,1,4,GOLD,408,27.08
8074,15601030,Patel,777,Germany,Female,34,5,96693.66,1,1,1,172618.52,0,0,2,SILVER,971,27.21
8078,15741693,Barnard,693,France,Male,40,4,130661.96,1,1,1,101918.96,0,0,3,SILVER,910,28.1
8089,15815656,Hopkins,541,Germany,Female,39,9,100116.67,1,1,1,199808.1,1,1,2,GOLD,635,29.85
8090,15623357,Onio,692,Germany,Male,24,2,120596.93,1,0,1,180490.53,0,0,5,DIAMOND,466,26.66
8092,15715510,Eluemuno,768,France,Male,29,2,95984.69,2,1,1,73686.75,0,0,5,DIAMOND,631,30.31
8100,15661656,Onwumelu,633,France,Male,38,2,91902.56,2,1,1,107673.35,0,0,5,GOLD,913,33.13
8105,15805413,Chiang,769,France,Female,31,6,117852.26,2,1,0,147668.64,0,0,5,DIAMOND,533,33.33
8109,15655232,Noble,437,Germany,Male,35,6,126803.34,2,1,1,161133.4,0,0,3,DIAMOND,628,30.28
8126,15666982,Spears,629,Germany,Female,38,9,123948.85,1,1,0,76053.07,0,0,5,DIAMOND,564,36.14
8127,15602647,Cunningham,729,Germany,Male,39,6,127415.85,1,1,1,184977.2,1,1,3,SILVER,902,31.02
8128,15623063,Taylor,651,Germany,Male,35,8,110067.71,1,1,0,127678.95,1,1,2,GOLD,689,26.89
8144,15609058,Wan,676,France,Male,23,1,107787.47,1,0,1,116378.82,0,0,5,SILVER,597,26.47
8166,15813503,Pickering,606,Spain,Male,37,8,154712.58,2,1,0,89099.18,0,0,5,DIAMOND,577,36.769999999999996
8174,15568032,Moore,757,Germany,Male,31,1,127320.36,3,1,0,163170.32,0,0,5,PLATINUM,892,31.42
8176,15606601,Rishel,561,France,Female,22,6,186788.96,2,1,0,73286.8,0,0,5,SILVER,964,37.64
8178,15610711,Eluemuno,678,Germany,Female,40,8,128644.46,1,0,0,167673.37,0,0,2,GOLD,751,27.509999999999998
8180,15576077,Kelly,610,France,Female,27,9,159561.93,1,0,1,103381.47,0,0,3,DIAMOND,513,31.63
8200,15798532,Crawford,810,France,Male,32,9,120879.73,2,0,1,78896.59,0,0,2,PLATINUM,578,31.28
8205,15570141,P'eng,724,France,Female,34,3,132352.69,1,1,0,80320.3,0,0,4,DIAMOND,798,26.48
8234,15589019,Morant,633,Spain,Female,33,4,92855.02,1,1,1,159813.18,0,0,3,SILVER,804,27.04
8236,15760177,Lombardi,564,Spain,Male,37,9,100252.18,1,1,1,146033.52,0,0,3,PLATINUM,500,31.5
8240,15753955,Lori,639,Spain,Male,34,7,149940.04,2,0,0,156648.81,0,0,2,GOLD,938,29.880000000000003
8246,15569626,Miller,577,Spain,Male,35,5,110080.3,1,1,1,109794.31,0,0,4,PLATINUM,407,27.57
8248,15637366,Su,505,Germany,Female,25,5,114268.85,2,1,1,126728.27,0,0,2,SILVER,943,28.93
8255,15664311,Yang,637,Germany,Male,28,3,123675.69,1,1,1,166458.41,0,0,4,DIAMOND,711,27.61
8272,15815645,Akhtar,481,France,Male,37,8,152303.66,2,1,1,175082.2,0,0,1,PLATINUM,517,26.17
8277,15775131,Bartlett,580,Spain,Male,32,9,142188.2,2,0,1,128028.6,0,0,3,DIAMOND,332,31.82
8285,15701741,Williams,711,France,Female,39,3,152462.79,1,1,0,90305.97,0,0,5,PLATINUM,851,30.009999999999998
8289,15790744,Nash,850,France,Female,34,9,92899.27,2,1,0,97465.89,0,0,4,SILVER,783,37.33
8329,15687171,Birch,638,Spain,Male,34,5,146679.77,1,1,0,102179.86,0,0,5,DIAMOND,790,32.4
8336,15737414,Shen,647,France,Male,35,4,123761.68,1,1,0,83910.4,0,0,4,PLATINUM,713,27.13
8348,15757759,Okwuoma,807,Spain,Female,28,7,165969.26,3,1,0,156122.13,1,1,5,PLATINUM,255,34.05
8355,15669994,Greece,556,Germany,Female,31,1,128663.81,2,1,0,125083.29,0,0,4,PLATINUM,876,26.259999999999998
8361,15754747,Bazile,686,Germany,Male,33,9,141918.09,2,0,1,184036.47,0,0,4,GOLD,976,41.26
8369,15637690,Houghton,622,Germany,Female,34,7,98675.74,1,1,0,138906.85,1,1,5,GOLD,995,37.45
8372,15661034,Ngozichukwuka,813,Germany,Female,29,5,106059.4,1,0,0,187976.88,1,1,5,GOLD,331,27.81
8379,15701319,Baxter,614,Germany,Female,37,6,96340.81,2,1,1,139377.24,1,1,2,DIAMOND,662,27.62
8381,15650437,Shen,522,Germany,Male,32,8,124450.36,2,1,1,165786.1,0,0,3,GOLD,721,34.21
8382,15764314,Reilly,550,Germany,Male,36,2,113877.23,2,1,0,174921.91,0,0,5,DIAMOND,980,31.8
8401,15632069,Kazantsev,776,France,Male,39,8,125211.55,2,1,0,144496.07,0,0,3,SILVER,476,29.759999999999998
